reviewid,title,url,score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year
10283,bad blood in the city: the piety street sessions,http://pitchfork.com/reviews/albums/10283-bad-blood-in-the-city-the-piety-street-sessions/,7.6,0,joshua klein,,2007-06-07,3,7,6,2007
10282,cold summer,http://pitchfork.com/reviews/albums/10282-cold-summer/,4.5,0,tom breihan,contributor,2007-06-07,3,7,6,2007
10296,with lasers,http://pitchfork.com/reviews/albums/10296-with-lasers/,6.5,0,jess harvell,contributor,2007-06-06,2,6,6,2007
10290,funf,http://pitchfork.com/reviews/albums/10290-funf/,6.1,0,joe tangari,contributor,2007-06-06,2,6,6,2007
10276,the art of the slap,http://pitchfork.com/reviews/albums/10276-the-art-of-the-slap/,8.5,0,nate patrin,contributor,2007-06-06,2,6,6,2007
10269,kajak,http://pitchfork.com/reviews/albums/10269-kajak/,6.1,0,liz colville,,2007-06-06,2,6,6,2007
10272,keeper of youth,http://pitchfork.com/reviews/albums/10272-keeper-of-youth/,5.7,0,stephen m. deusner,contributor,2007-06-06,2,6,6,2007
10289,asa breed,http://pitchfork.com/reviews/albums/10289-asa-breed/,7.9,0,philip sherburne,contributing editor,2007-06-05,1,5,6,2007
10293,double up,http://pitchfork.com/reviews/albums/10293-double-up/,6.7,0,ryan dombal,senior editor,2007-06-05,1,5,6,2007
10264,shortwave music,http://pitchfork.com/reviews/albums/10264-shortwave-music/,7.2,0,joe tangari,contributor,2007-06-05,1,5,6,2007
10267,bayani,http://pitchfork.com/reviews/albums/10267-bayani/,6.8,0,nate patrin,contributor,2007-06-05,1,5,6,2007
10277,five roses,http://pitchfork.com/reviews/albums/10277-five-roses/,6.3,0,marc hogan,senior staff writer,2007-06-05,1,5,6,2007
10288,memory almost full,http://pitchfork.com/reviews/albums/10288-memory-almost-full/,6.4,0,stuart berman,contributor,2007-06-04,0,4,6,2007
10286,fort nightly,http://pitchfork.com/reviews/albums/10286-fort-nightly/,8.1,0,joe tangari,contributor,2007-06-04,0,4,6,2007
10275,d-i-y: do it yourself,http://pitchfork.com/reviews/albums/10275-d-i-y-do-it-yourself/,5.9,0,douglas wolk,contributor,2007-06-04,0,4,6,2007
10261,poly.sci.187,http://pitchfork.com/reviews/albums/10261-polysci187/,7,0,eric harvey,contributor,2007-06-04,0,4,6,2007
10262,what the hell do i know? ep,http://pitchfork.com/reviews/albums/10262-what-the-hell-do-i-know-ep/,6.8,0,stuart berman,contributor,2007-06-04,0,4,6,2007
10268,z,http://pitchfork.com/reviews/albums/10268-z/,5.8,0,matthew murphy,contributor,2007-06-01,4,1,6,2007
10281,"live from austin, tx",http://pitchfork.com/reviews/albums/10281-live-from-austin-tx/,4.5,0,matt lemay,contributor,2007-06-01,4,1,6,2007
10280,everyday i said a prayer for kathy and made a one inch square,http://pitchfork.com/reviews/albums/10280-everyday-i-said-a-prayer-for-kathy-and-made-a-one-inch-square/,7.4,0,stephen m. deusner,contributor,2007-06-01,4,1,6,2007
10260,let in the light,http://pitchfork.com/reviews/albums/10260-let-in-the-light/,6,0,rob mitchum,contributor,2007-06-01,4,1,6,2007
10265,harmonium,http://pitchfork.com/reviews/albums/10265-harmonium/,6.6,0,brian howe,contributor,2007-06-01,4,1,6,2007
10279,tromatic reflexxions,http://pitchfork.com/reviews/albums/10279-tromatic-reflexxions/,7,0,mark richardson,executive editor,2007-05-31,3,31,5,2007
10263,the sun and the moon,http://pitchfork.com/reviews/albums/10263-the-sun-and-the-moon/,1.8,0,adam moerder,,2007-05-31,3,31,5,2007
10254,ngot dligt nytt har hnt ep,http://pitchfork.com/reviews/albums/10254-nagot-daligt-nytt-har-hant-ep/,8,0,stephen m. deusner,contributor,2007-05-31,3,31,5,2007
10258,liar and the thief,http://pitchfork.com/reviews/albums/10258-liar-and-the-thief/,5.8,0,stephen m. deusner,contributor,2007-05-31,3,31,5,2007
10255,the heart is the place,http://pitchfork.com/reviews/albums/10255-the-heart-is-the-place/,4.8,0,marc hogan,senior staff writer,2007-05-31,3,31,5,2007
10270,unbreakable (a retrospective),http://pitchfork.com/reviews/albums/10270-unbreakable-a-retrospective/,8.8,0,stephen m. deusner,contributor,2007-05-30,2,30,5,2007
10259,silverfish trivia ep,http://pitchfork.com/reviews/albums/10259-silverfish-trivia-ep/,5.5,0,jason crock,,2007-05-30,2,30,5,2007
10253,dear companion,http://pitchfork.com/reviews/albums/10253-dear-companion/,7.8,0,matthew murphy,contributor,2007-05-30,2,30,5,2007
10244,it had wings,http://pitchfork.com/reviews/albums/10244-it-had-wings/,7.7,0,brian howe,contributor,2007-05-30,2,30,5,2007
10256,reflector,http://pitchfork.com/reviews/albums/10256-reflector/,5.1,0,tom breihan,contributor,2007-05-30,2,30,5,2007
10266,so real: songs from jeff buckley,http://pitchfork.com/reviews/albums/10266-so-real-songs-from-jeff-buckley/,5,0,matt lemay,contributor,2007-05-29,1,29,5,2007
10271,the warmth of the sun,http://pitchfork.com/reviews/albums/10271-the-warmth-of-the-sun/,8.6,0,mark richardson,executive editor,2007-05-29,1,29,5,2007
10245,poste e telegrafi,http://pitchfork.com/reviews/albums/10245-poste-y-telegrafi/,7.8,0,grayson currin,contributor,2007-05-29,1,29,5,2007
10224,blasts of holy birth,http://pitchfork.com/reviews/albums/10224-blasts-of-holy-birth/,6.8,0,liz colville,,2007-05-29,1,29,5,2007
10247,of honey and country,http://pitchfork.com/reviews/albums/10247-of-honey-and-country/,5,0,adam moerder,,2007-05-29,1,29,5,2007
10252,plague park,http://pitchfork.com/reviews/albums/10252-plague-park/,7.2,0,jessica suarez,contributor,2007-05-25,4,25,5,2007
10181,"no shouts, no calls",http://pitchfork.com/reviews/albums/10181-no-shouts-no-calls/,7.8,0,liz colville,,2007-05-25,4,25,5,2007
10232,afrikan majik,http://pitchfork.com/reviews/albums/10232-afrikan-majik/,6.5,0,joe tangari,contributor,2007-05-25,4,25,5,2007
10251,ode to ochrasy,http://pitchfork.com/reviews/albums/10251-ode-to-ochrasy/,5.4,0,stuart berman,contributor,2007-05-25,4,25,5,2007
10243,a tribute to joni mitchell,http://pitchfork.com/reviews/albums/10243-a-tribute-to-joni-mitchell/,2.9,0,joe tangari,contributor,2007-05-25,4,25,5,2007
10249,voxtrot,http://pitchfork.com/reviews/albums/10249-voxtrot/,5.9,0,eric harvey,contributor,2007-05-24,3,24,5,2007
10248,the great unwanted,http://pitchfork.com/reviews/albums/10248-the-great-unwanted/,8,0,marc hogan,senior staff writer,2007-05-24,3,24,5,2007
10231,"operator dead, post abandoned",http://pitchfork.com/reviews/albums/10231-operator-dead-post-abandoned/,7.4,0,jess harvell,contributor,2007-05-24,3,24,5,2007
10239,gaame,http://pitchfork.com/reviews/albums/10239-gaame/,6.9,0,jessica suarez,contributor,2007-05-24,3,24,5,2007
10173,1986 ep,http://pitchfork.com/reviews/albums/10173-1986-ep/,4,0,mark pytlik,contributor,2007-05-24,3,24,5,2007
10250,dj kicks,http://pitchfork.com/reviews/albums/10250-dj-kicks/,8,0,mark pytlik,contributor,2007-05-23,2,23,5,2007
10246,dandelion gum,http://pitchfork.com/reviews/albums/10246-dandelion-gum/,7.8,0,mark richardson,executive editor,2007-05-23,2,23,5,2007
10238,mapmaker,http://pitchfork.com/reviews/albums/10238-mapmaker/,7.5,0,jason crock,,2007-05-23,2,23,5,2007
10228,...mixing,http://pitchfork.com/reviews/albums/10228-mixing/,7.2,0,tim finney,,2007-05-23,2,23,5,2007
10237,flight of the bass delegate,http://pitchfork.com/reviews/albums/10237-flight-of-the-bass-delegate/,6.5,0,matt lemay,contributor,2007-05-23,2,23,5,2007
11903,betty davis,http://pitchfork.com/reviews/albums/11903-betty-davis-they-say-im-different/,8.9,0,joshua klein,,2007-05-22,1,22,5,2007
10226,tio bitar,http://pitchfork.com/reviews/albums/10226-tio-bitar/,7,0,brandon stosuy,contributor,2007-05-22,1,22,5,2007
10241,retina riddim,http://pitchfork.com/reviews/albums/10241-retina-riddim/,7.5,0,zach baron,,2007-05-22,1,22,5,2007
10215,a raining sun of light and love for you and you and you,http://pitchfork.com/reviews/albums/10215-a-raining-sun-of-light-and-love-for-you-and-you-and-you/,5.8,0,brandon stosuy,contributor,2007-05-22,1,22,5,2007
10234,through the belly of the sea,http://pitchfork.com/reviews/albums/10234-through-the-belly-of-the-sea/,4.4,0,eric harvey,contributor,2007-05-22,1,22,5,2007
10242,boxer,http://pitchfork.com/reviews/albums/10242-boxer/,8.6,1,stephen m. deusner,contributor,2007-05-21,0,21,5,2007
10240,do you trust your friends?,http://pitchfork.com/reviews/albums/10240-do-you-trust-your-friends/,1.8,0,rob mitchum,contributor,2007-05-21,0,21,5,2007
10213,pterodactyl,http://pitchfork.com/reviews/albums/10213-pterodactyl/,7.2,0,brandon stosuy,contributor,2007-05-21,0,21,5,2007
10218,all that to the wall,http://pitchfork.com/reviews/albums/10218-all-that-to-the-wall/,7.2,0,jason crock,,2007-05-21,0,21,5,2007
10214,"the dead will walk, dear",http://pitchfork.com/reviews/albums/10214-the-dead-will-walk-dear/,6.3,0,joe tangari,contributor,2007-05-21,0,21,5,2007
10233,miss diamond to you,http://pitchfork.com/reviews/albums/10233-miss-diamond-to-you/,7.8,0,dominique leone,contributor,2007-05-18,4,18,5,2007
10236,cendre,http://pitchfork.com/reviews/albums/10236-cendre/,7.9,0,mark richardson,executive editor,2007-05-18,4,18,5,2007
10212,strjon,http://pitchfork.com/reviews/albums/10212-strjon/,7.8,0,brian howe,contributor,2007-05-18,4,18,5,2007
10223,everything last winter,http://pitchfork.com/reviews/albums/10223-everything-last-winter/,5.9,0,marc hogan,senior staff writer,2007-05-18,4,18,5,2007
10211,trueno oscuro,http://pitchfork.com/reviews/albums/10211-trueno-oscuro/,7.3,0,marc masters,contributor,2007-05-18,4,18,5,2007
10235,release the stars,http://pitchfork.com/reviews/albums/10235-release-the-stars/,6.7,0,mark pytlik,contributor,2007-05-17,3,17,5,2007
10230,rumpelzirkus,http://pitchfork.com/reviews/albums/10230-rumpelzirkus/,8.4,0,philip sherburne,contributing editor,2007-05-17,3,17,5,2007
10210,cult cargo: grand bahama goombay,http://pitchfork.com/reviews/albums/10210-cult-cargo-grand-bahama-goombay/,7.9,0,joe tangari,contributor,2007-05-17,3,17,5,2007
10216,burning birthdays ep,http://pitchfork.com/reviews/albums/10216-burning-birthdays-ep/,7.3,0,adam moerder,,2007-05-17,3,17,5,2007
10217,ingleside terrace,http://pitchfork.com/reviews/albums/10217-ingleside-terrace/,7,0,grayson currin,contributor,2007-05-17,3,17,5,2007
10229,da drought 3,http://pitchfork.com/reviews/albums/10229-da-drought-3/,8.5,0,ryan dombal,senior editor,2007-05-16,2,16,5,2007
10227,time out presents: the other side los angeles,http://pitchfork.com/reviews/albums/10227-time-out-presents-the-other-side-los-angeles/,6,0,sam chennault,,2007-05-16,2,16,5,2007
10183,skert!,http://pitchfork.com/reviews/albums/10183-sakert/,7.7,0,"stosh ""piz"" piznarski",,2007-05-16,2,16,5,2007
10192,prezens,http://pitchfork.com/reviews/albums/10192-prezens/,7.2,0,joshua klein,,2007-05-16,2,16,5,2007
10209,whistleblower,http://pitchfork.com/reviews/albums/10209-whistleblower/,7.1,0,andy battaglia,,2007-05-16,2,16,5,2007
10225,mirrored,http://pitchfork.com/reviews/albums/10225-mirrored/,9.1,1,jess harvell,contributor,2007-05-15,1,15,5,2007
10222,fight for anarchy ep,http://pitchfork.com/reviews/albums/10222-fight-for-anarchy-ep/,5.4,0,grayson currin,contributor,2007-05-15,1,15,5,2007
10197,private cinema,http://pitchfork.com/reviews/albums/10197-private-cinema/,7.9,0,liz colville,,2007-05-15,1,15,5,2007
10202,no one will know where you've been,http://pitchfork.com/reviews/albums/10202-no-one-will-know-where-youve-been/,7.5,0,matthew murphy,contributor,2007-05-15,1,15,5,2007
10088,remixes compiled,http://pitchfork.com/reviews/albums/10088-remixes-compiled/,6.6,0,marc hogan,senior staff writer,2007-05-15,1,15,5,2007
10219,sky blue sky,http://pitchfork.com/reviews/albums/10219-sky-blue-sky/,5.2,0,rob mitchum,contributor,2007-05-14,0,14,5,2007
10141,joe strummer: the future is unwritten,http://pitchfork.com/reviews/albums/10141-joe-strummer-the-future-is-unwritten/,6.8,0,joshua klein,,2007-05-14,0,14,5,2007
10187,there's no home,http://pitchfork.com/reviews/albums/10187-theres-no-home/,8,0,d. shawn bosler,,2007-05-14,0,14,5,2007
10201,golden pollen,http://pitchfork.com/reviews/albums/10201-golden-pollen/,6.4,0,brian howe,contributor,2007-05-14,0,14,5,2007
10200,seymore saves the world,http://pitchfork.com/reviews/albums/10200-seymore-saves-the-world/,5.8,0,adam moerder,,2007-05-14,0,14,5,2007
10207,spiderman of the rings,http://pitchfork.com/reviews/albums/10207-spiderman-of-the-rings/,8.7,1,jess harvell,contributor,2007-05-11,4,11,5,2007
10186,human the death dance,http://pitchfork.com/reviews/albums/10186-human-the-death-dance/,7.9,0,roque strew,,2007-05-11,4,11,5,2007
10196,the mary onettes,http://pitchfork.com/reviews/albums/10196-the-mary-onettes/,6.9,0,nitsuh abebe,contributor,2007-05-11,4,11,5,2007
10205,we walked in song,http://pitchfork.com/reviews/albums/10205-we-walked-in-song/,7.5,0,stuart berman,contributor,2007-05-11,4,11,5,2007
10199,yes yes to you,http://pitchfork.com/reviews/albums/10199-yes-yes-to-you/,7,0,mark richardson,executive editor,2007-05-11,4,11,5,2007
10206,god save the clientele,http://pitchfork.com/reviews/albums/10206-god-save-the-clientele/,8.3,1,mark richardson,executive editor,2007-05-10,3,10,5,2007
11902,betti-cola,http://pitchfork.com/reviews/albums/11902-betti-cola-come-out-come-out/,8,0,marc hogan,senior staff writer,2007-05-10,3,10,5,2007
10198,dirty south dance,http://pitchfork.com/reviews/albums/10198-dirty-south-dance/,7.9,0,nate patrin,contributor,2007-05-10,3,10,5,2007
10191,above the trees,http://pitchfork.com/reviews/albums/10191-above-the-trees/,7.8,0,stephen m. deusner,contributor,2007-05-10,3,10,5,2007
10195,kiss the crystal flake,http://pitchfork.com/reviews/albums/10195-kiss-the-crystal-flake/,7.3,0,joe tangari,contributor,2007-05-10,3,10,5,2007
10208,new moon,http://pitchfork.com/reviews/albums/10208-new-moon/,8.7,0,matt lemay,contributor,2007-05-09,2,9,5,2007
10193,...and the family telephone,http://pitchfork.com/reviews/albums/10193-and-the-family-telephone/,7.5,0,eric harvey,contributor,2007-05-09,2,9,5,2007
10182,alone in the dark wood,http://pitchfork.com/reviews/albums/10182-alone-in-the-dark-wood/,7.7,0,marc masters,contributor,2007-05-09,2,9,5,2007
10177,lp1,http://pitchfork.com/reviews/albums/10177-lp1/,7,0,joe tangari,contributor,2007-05-09,2,9,5,2007
10157,vi,http://pitchfork.com/reviews/albums/10157-vi/,7,0,adam moerder,,2007-05-09,2,9,5,2007
10204,volta,http://pitchfork.com/reviews/albums/10204-volta/,5.8,0,mark pytlik,contributor,2007-05-08,1,8,5,2007
10194,everybody,http://pitchfork.com/reviews/albums/10194-everybody/,7.6,0,jason crock,,2007-05-08,1,8,5,2007
10184,monstrance,http://pitchfork.com/reviews/albums/10184-monstrance/,7.5,0,roque strew,,2007-05-08,1,8,5,2007
10188,supastarr ep,http://pitchfork.com/reviews/albums/10188-supastarr-ep/,7.1,0,tom breihan,contributor,2007-05-08,1,8,5,2007
10160,modern love and death,http://pitchfork.com/reviews/albums/10160-modern-love-and-death/,5.7,0,marc hogan,senior staff writer,2007-05-08,1,8,5,2007
10185,mosaic,http://pitchfork.com/reviews/albums/10185-mosaic/,7.6,0,roque strew,,2007-05-07,0,7,5,2007
10189,"icons, abstract thee ep",http://pitchfork.com/reviews/albums/10189-icons-abstract-thee-ep/,8,0,rob mitchum,contributor,2007-05-07,0,7,5,2007
10203,imagine our love,http://pitchfork.com/reviews/albums/10203-imagine-our-love/,6,0,matt lemay,contributor,2007-05-07,0,7,5,2007
10170,star destroyer,http://pitchfork.com/reviews/albums/10170-star-destroyer/,6.7,0,adam moerder,,2007-05-07,0,7,5,2007
10158,solace in sore hands,http://pitchfork.com/reviews/albums/10158-solace-in-sore-hands/,5.1,0,grayson currin,contributor,2007-05-07,0,7,5,2007
11901,songs of leonard cohen,http://pitchfork.com/reviews/albums/11901-songs-of-leonard-cohensongs-from-a-roomsongs-of-love-and-hate/,9.6,0,brian howe,contributor,2007-05-04,4,4,5,2007
9993,quique: redux edition,http://pitchfork.com/reviews/albums/9993-quique-redux-edition/,8.4,0,jess harvell,contributor,2007-05-04,4,4,5,2007
10152,ola podrida,http://pitchfork.com/reviews/albums/10152-ola-podrida/,8,0,stephen m. deusner,contributor,2007-05-04,4,4,5,2007
10163,little pop rock,http://pitchfork.com/reviews/albums/10163-little-pop-rock/,7.2,0,stuart berman,contributor,2007-05-04,4,4,5,2007
10165,let's just be,http://pitchfork.com/reviews/albums/10165-lets-just-be/,3.4,0,joe tangari,contributor,2007-05-04,4,4,5,2007
10167,tears of the valedictorian,http://pitchfork.com/reviews/albums/10167-tears-of-the-valedictorian/,8.5,0,carl wilson,contributor,2007-05-03,3,3,5,2007
10146,baby 81,http://pitchfork.com/reviews/albums/10146-baby-81/,4.5,0,eric harvey,contributor,2007-05-03,3,3,5,2007
10164,lazarus beach,http://pitchfork.com/reviews/albums/10164-lazarus-beach/,6.9,0,stephen m. deusner,contributor,2007-05-03,3,3,5,2007
10155,blood is clean,http://pitchfork.com/reviews/albums/10155-blood-is-clean/,7.2,0,matthew murphy,contributor,2007-05-03,3,3,5,2007
10169,lynn teeter flower,http://pitchfork.com/reviews/albums/10169-lynn-teeter-flower/,4.7,0,david raposa,,2007-05-03,3,3,5,2007
10159,"the singles, volume two: 1960-1963",http://pitchfork.com/reviews/albums/10159-the-singles-volume-two-1960-1963/,8.3,0,douglas wolk,contributor,2007-05-02,2,2,5,2007
10145,the first original silence,http://pitchfork.com/reviews/albums/10145-the-first-original-silence/,8,0,marc masters,contributor,2007-05-02,2,2,5,2007
10172,vision swim,http://pitchfork.com/reviews/albums/10172-vision-swim/,7.4,0,mark richardson,executive editor,2007-05-02,2,2,5,2007
10166,glitter glamour atrocity,http://pitchfork.com/reviews/albums/10166-glitter-glamour-atrocity/,7.3,0,jason crock,,2007-05-02,2,2,5,2007
10168,the trick,http://pitchfork.com/reviews/albums/10168-the-trick/,6,0,brian howe,contributor,2007-05-02,2,2,5,2007
10127,beyond,http://pitchfork.com/reviews/albums/10127-beyond/,8.4,0,zach baron,,2007-05-01,1,1,5,2007
10156,death proof,http://pitchfork.com/reviews/albums/10156-death-proof/,6.8,0,jess harvell,contributor,2007-05-01,1,1,5,2007
10171,all this could kill you,http://pitchfork.com/reviews/albums/10171-all-this-could-kill-you/,7.5,0,amanda petrusich,contributor,2007-05-01,1,1,5,2007
10148,the shaky hands,http://pitchfork.com/reviews/albums/10148-the-shaky-hands/,6.9,0,liz colville,,2007-05-01,1,1,5,2007
10143,revenge!,http://pitchfork.com/reviews/albums/10143-revenge/,3.8,0,stephen m. deusner,contributor,2007-05-01,1,1,5,2007
10178,the reminder,http://pitchfork.com/reviews/albums/10178-the-reminder/,8.8,1,ryan dombal,senior editor,2007-04-30,0,30,4,2007
10162,open your box,http://pitchfork.com/reviews/albums/10162-open-your-box/,6.7,0,jess harvell,contributor,2007-04-30,0,30,4,2007
